snp-dists 0.6.3	GCA_0101358351	GCA_0101378951	GCA_0101429751	GCA_0101430351	GCA_0101430551	GCA_0101430751	GCA_0101430851	GCA_0101430951	GCA_0101431051	GCA_0101431551	GCA_0101431751	GCA_0101431851	GCA_0101431951	GCA_0101433051	GCA_0101435951	GCA_0101436651	GCA_0101437451	GCA_0101439151	GCA_0101441051	GCA_0101443251	GCA_0101445551	GCA_0101446351	GCA_0101451451	GCA_0101616951	GCA_0101617351	GCA_0101618651	GCA_0101620151	GCA_0101623851	GCA_0101625351	GCA_0101626851	GCA_0101629251	GCA_0101693951	GCA_0101694951	GCA_0101710151	GCA_0101710251	GCA_0101710951	GCA_0101713551	GCA_0101713651	GCA_0101714151	GCA_0101715251	GCA_0101715651	GCA_0101716851	GCA_0101718951	GCA_0101720751	GCA_0101721751	GCA_0101721951	GCA_0101722551	GCA_0101723251	GCA_0101723951	GCA_0101724451	GCA_0101724551	GCA_0101724951	GCA_0101726651	Reference	abfrh	abkuz	abkvm	abkwr	abkxb	acvbk	acvce	acvcn	acvco	acvcp	acvcq	acvcr	acvcu	acvcv	acvcw	acvcx	acvdp	acvdq	acvdr	acvds	acvdt	acvdu	acvdv	acvdw	acvdx	acveg	acvek	acvel	acvem	acvep	acveq	acver	acvev	acvew	acvez	acvgi	acvgl	acvgu	acvgw	acvgz	acvha	acvhb	adptn	adpty	adptz	adpug	adpul	adpum	adpvc	adpvf	adpvg	adpvi	adpvj	adpvl	adpvm	adpvo	adpvp	adpvq	adpvz	adpwe	adpwh	adpwj	adpwm	adpwn	adpwo	adpwp	adpwq	adpws	adpwt	adpwu	adpww	adpwx	adpyl	adpym	adpyn	adpyo	adpyp	adpyq	adpyr	adpys	adpzn	adpzo	adpzp	adpzq	adpzr	adpzs	adpzt	adpzu	adpzv	adpzw	adpzx	adpzy	adpzz	adqbt	adqbu	adqbv	adqbw	adqbx	adqby	adqcp	adqcq	adqcu	adqcv	adqcw	adqcx	adqcy	adqcz	adqda	adqdb	adqdh	adqdi	adqdj	adqdk	adqdl	adqdm	adqdn	adqdo	adqdp	adqdq	adqdr	adqds	adqdt	adqdu	adqdv	adqdw	adqdy	adqer	adqes	adqet	adqeu	adqev	adqew	adqex	adqey	adqez	adqfa	adqfb	adqfc	adqfd	adqfe	adqff	adqfg	adqfh	adqfi	adqib	adqic	adqid	adqie	adqif	adqig	adqih	adqii	adtqb	adtqc	adtqd	adtqe	adtqf	adtqg	adtqi	adtqj	adtqk	adtql	adtqm	adtqn	adtqo	adtqp	adtqq	adtqr	adtqs	adtqt	adtqw	adtqx	adtqy	adtqz	adtra	adtrb	adtrj	adtrk	adtrl	adtrm	adtrn	adtro	adtrp	adtrq	adtrr	adtrs	adtrt	adtru	adtrv	adtrw	adtrx	adtry	adtrz	adtsa	adtsb	adtsc	adtsd	adtsg	adtsh	adtsi	adtsk	adtsl	adtsm	adtsn	adtso	adtss	adtsu	adtsv	adtsw	adtsx	adtsy
acvdt	638	794	636	635	634	636	638	635	634	635	636	637	634	635	636	637	635	638	635	635	636	636	634	635	637	637	635	634	635	635	635	636	637	635	633	635	634	638	635	639	636	635	637	641	635	635	633	635	635	635	638	634	633	90	71	71	63	1	1	92	71	71	71	71	71	71	71	71	72	71	1	0	0	1	0	0	0	106	1	1	0	1	1	92	94	92	92	94	92	92	93	92	92	3	0	2	115	117	115	120	118	117	91	87	87	87	87	92	93	89	90	91	120	120	87	87	88	88	87	87	88	87	87	87	88	87	91	92	92	91	91	92	91	92	91	91	92	92	91	90	91	92	91	90	91	91	92	1	1	1	1	0	0	1	0	91	93	91	91	90	90	92	89	97	98	99	97	96	96	97	97	97	97	97	97	97	99	99	96	97	99	99	97	97	99	99	97	98	98	97	96	99	99	97	97	96	96	96	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	121	122	121	121	122	122	122	123	121	123	122	122	121	121	122	122	122	123	122	136	137	136	137	136	136	137	137	136	136	137	137	136	136	99	96
acvdu	638	794	636	635	634	636	638	635	634	635	636	637	634	635	636	637	635	638	635	635	636	636	634	635	637	637	635	634	635	635	635	636	637	635	633	635	634	638	635	639	636	635	637	641	635	635	633	635	635	635	638	634	633	90	71	71	63	1	1	92	71	71	71	71	71	71	71	71	72	71	1	0	0	1	0	0	0	106	1	1	0	1	1	92	94	92	92	94	92	92	93	92	92	3	0	2	115	117	115	120	118	117	91	87	87	87	87	92	93	89	90	91	120	120	87	87	88	88	87	87	88	87	87	87	88	87	91	92	92	91	91	92	91	92	91	91	92	92	91	90	91	92	91	90	91	91	92	1	1	1	1	0	0	1	0	91	93	91	91	90	90	92	89	97	98	99	97	96	96	97	97	97	97	97	97	97	99	99	96	97	99	99	97	97	99	99	97	98	98	97	96	99	99	97	97	96	96	96	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	121	122	121	121	122	122	122	123	121	123	122	122	121	121	122	122	122	123	122	136	137	136	137	136	136	137	137	136	136	137	137	136	136	99	96
acvdv	638	794	636	635	634	636	638	635	634	635	636	637	634	635	636	637	635	638	635	635	636	636	634	635	637	637	635	634	635	635	635	636	637	635	633	635	634	638	635	639	636	635	637	641	635	635	633	635	635	635	638	634	633	90	71	71	63	1	1	92	71	71	71	71	71	71	71	71	72	71	1	0	0	1	0	0	0	106	1	1	0	1	1	92	94	92	92	94	92	92	93	92	92	3	0	2	115	117	115	120	118	117	91	87	87	87	87	92	93	89	90	91	120	120	87	87	88	88	87	87	88	87	87	87	88	87	91	92	92	91	91	92	91	92	91	91	92	92	91	90	91	92	91	90	91	91	92	1	1	1	1	0	0	1	0	91	93	91	91	90	90	92	89	97	98	99	97	96	96	97	97	97	97	97	97	97	99	99	96	97	99	99	97	97	99	99	97	98	98	97	96	99	99	97	97	96	96	96	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	121	122	121	121	122	122	122	123	121	123	122	122	121	121	122	122	122	123	122	136	137	136	137	136	136	137	137	136	136	137	137	136	136	99	96
acvdw	616	772	614	613	612	614	616	613	612	613	614	615	612	613	614	615	613	616	613	613	614	614	612	613	615	615	613	612	613	613	613	614	615	613	611	613	612	616	613	617	614	613	615	619	613	613	611	613	613	613	616	612	611	110	97	97	89	107	107	112	97	97	97	97	97	97	97	97	98	97	107	106	106	107	106	106	106	0	107	107	106	107	107	112	114	112	112	114	112	112	113	112	112	109	106	108	93	95	93	84	96	95	111	107	107	107	107	112	113	109	110	111	84	84	107	107	108	108	107	107	108	107	107	107	108	107	111	112	112	111	111	112	111	112	111	111	112	112	111	110	111	112	111	110	111	111	112	107	107	107	107	106	106	107	106	111	113	111	111	110	110	112	109	117	118	119	117	116	116	117	117	117	117	117	117	117	119	119	116	117	119	119	117	117	119	119	117	118	118	117	116	119	119	117	117	116	116	116	130	130	130	129	126	130	130	126	126	127	126	131	129	130	129	129	127	126	127	129	127	128	128	127	131	131	126	126	127	126	126	129	141	142	141	141	142	142	142	143	141	143	142	142	141	141	142	142	142	143	142	114	115	114	115	114	114	115	115	114	114	115	115	114	114	119	116
acvdx	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	2	2	93	72	72	72	72	72	72	72	72	73	72	2	1	1	2	1	1	1	107	0	2	1	2	2	93	95	93	93	95	93	93	94	93	93	4	1	3	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	2	2	2	2	1	1	2	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
acveg	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	0	2	93	72	72	72	72	72	72	72	72	73	72	0	1	1	0	1	1	1	107	2	0	1	2	2	93	95	93	93	95	93	93	94	93	93	4	1	1	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	0	0	2	2	1	1	0	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
acvek	638	794	636	635	634	636	638	635	634	635	636	637	634	635	636	637	635	638	635	635	636	636	634	635	637	637	635	634	635	635	635	636	637	635	633	635	634	638	635	639	636	635	637	641	635	635	633	635	635	635	638	634	633	90	71	71	63	1	1	92	71	71	71	71	71	71	71	71	72	71	1	0	0	1	0	0	0	106	1	1	0	1	1	92	94	92	92	94	92	92	93	92	92	3	0	2	115	117	115	120	118	117	91	87	87	87	87	92	93	89	90	91	120	120	87	87	88	88	87	87	88	87	87	87	88	87	91	92	92	91	91	92	91	92	91	91	92	92	91	90	91	92	91	90	91	91	92	1	1	1	1	0	0	1	0	91	93	91	91	90	90	92	89	97	98	99	97	96	96	97	97	97	97	97	97	97	99	99	96	97	99	99	97	97	99	99	97	98	98	97	96	99	99	97	97	96	96	96	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	121	122	121	121	122	122	122	123	121	123	122	122	121	121	122	122	122	123	122	136	137	136	137	136	136	137	137	136	136	137	137	136	136	99	96
acvel	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	2	2	93	72	72	72	72	72	72	72	72	73	72	2	1	1	2	1	1	1	107	2	2	1	0	2	93	95	93	93	95	93	93	94	93	93	4	1	3	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	2	2	2	2	1	1	2	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
acvem	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	2	2	93	72	72	72	72	72	72	72	72	73	72	2	1	1	2	1	1	1	107	2	2	1	2	0	93	95	93	93	95	93	93	94	93	93	4	1	3	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	2	2	2	2	1	1	2	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
acvep	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	0	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	0	2	0	0	4	0	12	11	12	10	95	92	94	119	121	119	126	122	121	9	93	93	93	93	10	11	9	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	11	10	10	11	11	10	11	10	11	11	10	10	11	10	11	10	9	10	9	11	10	93	93	93	93	92	92	93	92	9	11	9	9	8	10	10	9	15	18	17	15	16	16	15	15	15	15	15	15	17	17	17	16	15	17	17	15	15	17	17	15	16	16	15	16	17	17	17	15	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	17	16
acveq	646	802	644	643	642	644	646	643	642	643	644	645	642	643	644	645	643	646	643	643	644	644	642	643	645	645	643	642	643	643	643	644	645	643	641	643	642	646	643	647	644	643	645	649	643	643	641	643	643	643	646	642	641	98	85	85	77	95	95	2	85	85	85	85	85	85	85	85	86	85	95	94	94	95	94	94	94	114	95	95	94	95	95	2	0	2	2	6	2	14	13	14	12	97	94	96	121	123	121	128	124	123	11	95	95	95	95	12	13	11	12	13	128	128	95	95	96	96	95	95	96	95	95	95	96	95	13	12	12	13	13	12	13	12	13	13	12	12	13	12	13	12	11	12	11	13	12	95	95	95	95	94	94	95	94	11	13	11	11	10	12	12	11	17	20	19	17	18	18	17	17	17	17	17	17	19	19	19	18	17	19	19	17	17	19	19	17	18	18	17	18	19	19	19	17	18	18	18	112	112	112	111	108	112	112	108	108	109	108	113	111	112	111	111	109	108	109	111	109	110	110	109	113	113	108	108	109	108	108	111	129	130	129	129	130	130	130	131	129	131	130	130	129	129	130	130	130	131	130	144	145	144	145	144	144	145	145	144	144	145	145	144	144	19	18
acver	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	0	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	0	2	0	0	4	0	12	11	12	10	95	92	94	119	121	119	126	122	121	9	93	93	93	93	10	11	9	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	11	10	10	11	11	10	11	10	11	11	10	10	11	10	11	10	9	10	9	11	10	93	93	93	93	92	92	93	92	9	11	9	9	8	10	10	9	15	18	17	15	16	16	15	15	15	15	15	15	17	17	17	16	15	17	17	15	15	17	17	15	16	16	15	16	17	17	17	15	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	17	16
acvev	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	0	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	0	2	0	0	4	0	12	11	12	10	95	92	94	119	121	119	126	122	121	9	93	93	93	93	10	11	9	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	11	10	10	11	11	10	11	10	11	11	10	10	11	10	11	10	9	10	9	11	10	93	93	93	93	92	92	93	92	9	11	9	9	8	10	10	9	15	18	17	15	16	16	15	15	15	15	15	15	17	17	17	16	15	17	17	15	15	17	17	15	16	16	15	16	17	17	17	15	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	17	16
acvew	646	802	644	643	642	644	646	643	642	643	644	645	642	643	644	645	643	646	643	643	644	644	642	643	645	645	643	642	643	643	643	644	645	643	641	643	642	646	643	647	644	643	645	649	643	643	641	643	643	643	646	642	641	98	85	85	77	95	95	4	85	85	85	85	85	85	85	85	86	85	95	94	94	95	94	94	94	114	95	95	94	95	95	4	6	4	4	0	4	14	15	14	14	97	94	96	121	123	121	128	124	123	13	95	95	95	95	14	15	11	12	13	128	128	95	95	96	96	95	95	96	95	95	95	96	95	13	14	14	13	13	14	13	14	13	13	14	14	13	12	13	14	13	12	13	13	14	95	95	95	95	94	94	95	94	13	15	13	13	12	12	14	11	19	20	21	19	18	18	19	19	19	19	19	19	19	21	21	18	19	21	21	19	19	21	21	19	20	20	19	18	21	21	19	19	18	18	18	112	112	112	111	108	112	112	108	108	109	108	113	111	112	111	111	109	108	109	111	109	110	110	109	113	113	108	108	109	108	108	111	129	130	129	129	130	130	130	131	129	131	130	130	129	129	130	130	130	131	130	144	145	144	145	144	144	145	145	144	144	145	145	144	144	21	18
acvez	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	0	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	0	2	0	0	4	0	12	11	12	10	95	92	94	119	121	119	126	122	121	9	93	93	93	93	10	11	9	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	11	10	10	11	11	10	11	10	11	11	10	10	11	10	11	10	9	10	9	11	10	93	93	93	93	92	92	93	92	9	11	9	9	8	10	10	9	15	18	17	15	16	16	15	15	15	15	15	15	17	17	17	16	15	17	17	15	15	17	17	15	16	16	15	16	17	17	17	15	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	17	16
acvgi	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	12	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	12	14	12	12	14	12	0	1	2	2	95	92	94	119	121	119	126	122	121	5	93	93	93	93	6	7	3	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	5	6	6	5	5	6	1	6	5	5	2	6	5	4	5	6	5	2	3	5	6	93	93	93	93	92	92	93	92	11	7	11	11	4	10	6	3	17	18	19	17	16	16	17	17	17	17	17	17	17	19	19	16	17	19	19	17	17	19	19	17	18	18	17	16	19	19	17	17	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	19	16
acvgl	645	801	643	642	641	643	645	642	641	642	643	644	641	642	643	644	642	645	642	642	643	643	641	642	644	644	642	641	642	642	642	643	644	642	640	642	641	645	642	646	643	642	644	648	642	642	640	642	642	642	645	641	640	97	84	84	76	94	94	11	84	84	84	84	84	84	84	84	85	84	94	93	93	94	93	93	93	113	94	94	93	94	94	11	13	11	11	15	11	1	0	3	1	96	93	95	120	122	120	127	123	122	4	94	94	94	94	5	6	4	11	12	127	127	94	94	95	95	94	94	95	94	94	94	95	94	6	5	5	6	6	5	2	5	6	6	1	5	6	5	6	5	4	3	2	6	5	94	94	94	94	93	93	94	93	10	6	10	10	3	11	5	4	16	19	18	16	17	17	16	16	16	16	16	16	18	18	18	17	16	18	18	16	16	18	18	16	17	17	16	17	18	18	18	16	17	17	17	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	128	129	128	128	129	129	129	130	128	130	129	129	128	128	129	129	129	130	129	143	144	143	144	143	143	144	144	143	143	144	144	143	143	18	17
acvgu	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	12	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	12	14	12	12	14	12	2	3	0	2	95	92	94	119	121	119	126	122	121	5	93	93	93	93	6	7	3	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	5	6	6	5	5	6	1	6	5	5	2	6	5	4	5	6	5	2	3	5	6	93	93	93	93	92	92	93	92	11	7	11	11	4	10	6	3	17	18	19	17	16	16	17	17	17	17	17	17	17	19	19	16	17	19	19	17	17	19	19	17	18	18	17	16	19	19	17	17	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	19	16
acvgw	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	10	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	10	12	10	10	14	10	2	1	2	0	95	92	94	119	121	119	126	122	121	3	93	93	93	93	4	5	3	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	5	4	4	5	5	4	1	4	5	5	0	4	5	4	5	4	3	2	1	5	4	93	93	93	93	92	92	93	92	9	5	9	9	2	10	4	3	15	18	17	15	16	16	15	15	15	15	15	15	17	17	17	16	15	17	17	15	15	17	17	15	16	16	15	16	17	17	17	15	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	17	16
acvgz	641	797	639	638	637	639	641	638	637	638	639	640	637	638	639	640	638	641	638	638	639	639	637	638	640	640	638	637	638	638	638	639	640	638	636	638	637	641	638	642	639	638	640	644	638	638	636	638	638	638	641	637	636	93	74	74	66	4	4	95	74	74	74	74	74	74	74	74	75	74	4	3	3	4	3	3	3	109	4	4	3	4	4	95	97	95	95	97	95	95	96	95	95	0	3	5	118	120	118	123	121	120	94	90	90	90	90	95	96	92	93	94	123	123	90	90	91	91	90	90	91	90	90	90	91	90	94	95	95	94	94	95	94	95	94	94	95	95	94	93	94	95	94	93	94	94	95	4	4	4	4	3	3	4	3	94	96	94	94	93	93	95	92	100	101	102	100	99	99	100	100	100	100	100	100	100	102	102	99	100	102	102	100	100	102	102	100	101	101	100	99	102	102	100	100	99	99	99	113	113	113	112	109	113	113	109	109	110	109	114	112	113	112	112	110	109	110	112	110	111	111	110	114	114	109	109	110	109	109	112	124	125	124	124	125	125	125	126	124	126	125	125	124	124	125	125	125	126	125	139	140	139	140	139	139	140	140	139	139	140	140	139	139	102	99
acvha	638	794	636	635	634	636	638	635	634	635	636	637	634	635	636	637	635	638	635	635	636	636	634	635	637	637	635	634	635	635	635	636	637	635	633	635	634	638	635	639	636	635	637	641	635	635	633	635	635	635	638	634	633	90	71	71	63	1	1	92	71	71	71	71	71	71	71	71	72	71	1	0	0	1	0	0	0	106	1	1	0	1	1	92	94	92	92	94	92	92	93	92	92	3	0	2	115	117	115	120	118	117	91	87	87	87	87	92	93	89	90	91	120	120	87	87	88	88	87	87	88	87	87	87	88	87	91	92	92	91	91	92	91	92	91	91	92	92	91	90	91	92	91	90	91	91	92	1	1	1	1	0	0	1	0	91	93	91	91	90	90	92	89	97	98	99	97	96	96	97	97	97	97	97	97	97	99	99	96	97	99	99	97	97	99	99	97	98	98	97	96	99	99	97	97	96	96	96	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	121	122	121	121	122	122	122	123	121	123	122	122	121	121	122	122	122	123	122	136	137	136	137	136	136	137	137	136	136	137	137	136	136	99	96
acvhb	640	796	638	637	636	638	640	637	636	637	638	639	636	637	638	639	637	640	637	637	638	638	636	637	639	639	637	636	637	637	637	638	639	637	635	637	636	640	637	641	638	637	639	643	637	637	635	637	637	637	640	636	635	92	73	73	65	1	3	94	73	73	73	73	73	73	73	73	74	73	1	2	2	1	2	2	2	108	3	1	2	3	3	94	96	94	94	96	94	94	95	94	94	5	2	0	117	119	117	122	120	119	93	89	89	89	89	94	95	91	92	93	122	122	89	89	90	90	89	89	90	89	89	89	90	89	93	94	94	93	93	94	93	94	93	93	94	94	93	92	93	94	93	92	93	93	94	1	1	3	3	2	2	1	2	93	95	93	93	92	92	94	91	99	100	101	99	98	98	99	99	99	99	99	99	99	101	101	98	99	101	101	99	99	101	101	99	100	100	99	98	101	101	99	99	98	98	98	112	112	112	111	108	112	112	108	108	109	108	113	111	112	111	111	109	108	109	111	109	110	110	109	113	113	108	108	109	108	108	111	123	124	123	123	124	124	124	125	123	125	124	124	123	123	124	124	124	125	124	138	139	138	139	138	138	139	139	138	138	139	139	138	138	101	98
adptn	625	781	623	622	621	623	625	622	621	622	623	624	621	622	623	624	622	625	622	622	623	623	621	622	624	624	622	621	622	622	622	623	624	622	620	622	621	625	622	626	623	622	624	628	622	622	620	622	622	622	625	621	620	119	106	106	98	116	116	119	106	106	106	106	106	106	106	106	107	106	116	115	115	116	115	115	115	93	116	116	115	116	116	119	121	119	119	121	119	119	120	119	119	118	115	117	0	2	0	107	7	2	118	116	116	116	116	119	120	116	117	118	107	107	116	116	117	117	116	116	117	116	116	116	117	116	118	119	119	118	118	119	118	119	118	118	119	119	118	117	118	119	118	117	118	118	119	116	116	116	116	115	115	116	115	118	120	118	118	117	117	119	116	124	125	126	124	123	123	124	124	124	124	124	124	124	126	126	123	124	126	126	124	124	126	126	124	125	125	124	123	126	126	124	124	123	123	123	137	137	137	136	133	137	137	133	133	134	133	138	136	137	136	136	134	133	134	136	134	135	135	134	138	138	133	133	134	133	133	136	150	151	150	150	151	151	151	152	150	152	151	151	150	150	151	151	151	152	151	123	124	123	124	123	123	124	124	123	123	124	124	123	123	126	123
